matchKey,homeId,awayId,goalsHome,goalsAway
71-75,71,75,1,1
34-16,34,16,2,0
61-56,61,56,0,1
72-61,72,61,0,2
68-61,68,61,0,0
35-70,35,70,2,0
22-57,22,57,0,0
15-69,15,69,3,0
71-62,71,62,2,0
22-75,22,75,1,0
67-46,67,46,1,2
11-40,11,40,0,0
34-46,34,46,0,1
30-70,30,70,2,0
23-20,23,20,0,0
77-23,77,23,2,2
48-68,48,68,2,0
52-11,52,11,1,1
47-61,47,61,1,1
19-13,19,13,0,1
6-15,6,15,0,1
47-39,47,39,1,2
67-10,67,10,0,1
1-20,1,20,1,0
39-1,39,1,2,2
23-48,23,48,3,0
16-20,16,20,0,1
8-38,8,38,2,1
79-29,79,29,0,0
25-6,25,6,2,1
57-2,57,2,1,2
48-47,48,47,1,2
54-33,54,33,0,3
60-15,60,15,0,1
67-40,67,40,0,3
7-52,7,52,2,1
68-34,68,34,0,2
8-73,8,73,3,0
60-51,60,51,3,0
60-62,60,62,0,0
41-5,41,5,0,1
40-37,40,37,0,0
54-17,54,17,1,1
63-7,63,7,0,1
75-44,75,44,0,1
61-10,61,10,0,4
63-17,63,17,1,1
60-53,60,53,2,1
60-20,60,20,0,1
64-41,64,41,1,1
53-55,53,55,2,2
3-8,3,8,0,0
57-75,57,75,3,0
36-72,36,72,2,0
61-9,61,9,0,0
5-32,5,32,3,0
50-19,50,19,0,1
26-48,26,48,2,2
50-2,50,2,0,0
33-57,33,57,0,0
71-76,71,76,1,0
23-13,23,13,1,1
71-62,71,62,1,0
45-67,45,67,0,0
75-15,75,15,0,1
24-7,24,7,0,0
49-9,49,9,1,1
29-33,29,33,1,0
46-41,46,41,2,1
20-38,20,38,1,0
74-73,74,73,1,1
23-24,23,24,0,2
70-57,70,57,1,0
5-13,5,13,1,1
36-16,36,16,2,2
62-10,62,10,0,3
19-74,19,74,1,2
75-20,75,20,0,2
27-53,27,53,0,0
43-56,43,56,1,1
73-59,73,59,0,1
9-72,9,72,1,0
44-6,44,6,2,1
8-11,8,11,0,4
57-29,57,29,2,1
55-41,55,41,1,2
63-50,63,50,1,1
57-18,57,18,0,0
42-24,42,24,1,2
18-37,18,37,1,3
37-63,37,63,2,1
71-69,71,69,4,1
69-53,69,53,0,5
7-76,7,76,0,1
62-35,62,35,1,4
20-71,20,71,3,1
45-71,45,71,5,1
74-42,74,42,2,1
25-63,25,63,2,0
54-7,54,7,0,3
11-23,11,23,0,1
77-15,77,15,0,1
36-17,36,17,1,2
57-5,57,5,0,2
19-8,19,8,0,0
36-42,36,42,0,1
9-60,9,60,1,0
11-18,11,18,1,1
61-6,61,6,0,2
75-73,75,73,0,2
8-72,8,72,2,0
45-49,45,49,3,1
53-14,53,14,0,1
55-52,55,52,0,1
77-15,77,15,0,1
12-47,12,47,1,1
11-40,11,40,2,0
76-41,76,41,0,2
7-21,7,21,2,0
80-75,80,75,1,1
49-39,49,39,1,1
26-71,26,71,3,0
31-70,31,70,0,0
24-79,24,79,2,0
17-23,17,23,3,1
38-45,38,45,2,0
39-54,39,54,3,1
55-79,55,79,0,0
73-20,73,20,1,1
30-73,30,73,3,1
78-67,78,67,1,0
45-30,45,30,0,1
66-2,66,2,0,2
69-70,69,70,1,1
68-75,68,75,0,0
3-56,3,56,3,0
26-65,26,65,0,0
71-80,71,80,1,1
15-71,15,71,1,0
29-47,29,47,3,0
78-46,78,46,0,0
65-74,65,74,1,2
67-42,67,42,1,1
37-61,37,61,0,1
69-59,69,59,0,2
22-68,22,68,1,1
21-56,21,56,3,1
31-24,31,24,3,2
40-66,40,66,2,1
25-34,25,34,2,0
29-18,29,18,0,0
42-67,42,67,1,0
12-78,12,78,4,0
52-50,52,50,1,1
54-73,54,73,0,0
48-67,48,67,0,2
60-79,60,79,1,1
70-17,70,17,0,2
80-41,80,41,1,2
69-37,69,37,0,1
24-51,24,51,0,1
31-71,31,71,1,0
1-21,1,21,1,0
44-14,44,14,2,2
19-16,19,16,2,0
41-56,41,56,3,2
50-57,50,57,3,0
60-45,60,45,2,1
64-58,64,58,0,3
52-76,52,76,1,0
76-39,76,39,1,0
40-14,40,14,1,0
45-77,45,77,4,1
22-59,22,59,2,0
65-18,65,18,0,2
36-24,36,24,2,1
41-64,41,64,2,0
41-31,41,31,1,2
34-77,34,77,3,0
74-7,74,7,0,1
63-52,63,52,0,2
67-1,67,1,0,1
21-37,21,37,1,0
12-16,12,16,1,0
55-27,55,27,1,1
22-57,22,57,1,0
62-28,62,28,0,2
26-2,26,2,0,0
66-29,66,29,0,4
79-27,79,27,0,2
53-61,53,61,4,0
79-74,79,74,1,0
79-20,79,20,0,2
31-38,31,38,0,0
32-78,32,78,3,2
28-4,28,4,1,2
66-47,66,47,1,1
49-12,49,12,1,2
41-65,41,65,4,0
1-44,1,44,2,0
11-2,11,2,0,2
9-40,9,40,1,0
71-16,71,16,1,1
41-64,41,64,1,0
53-69,53,69,1,1
60-41,60,41,2,0
57-6,57,6,1,3
34-8,34,8,1,1
24-36,24,36,1,1
64-24,64,24,0,1
32-71,32,71,3,0
59-17,59,17,0,2
78-69,78,69,1,4
75-49,75,49,1,3
39-25,39,25,0,0
73-13,73,13,1,0
6-20,6,20,1,1
34-29,34,29,0,1
69-23,69,23,1,2
30-12,30,12,2,1
28-15,28,15,2,1
55-30,55,30,1,0
42-75,42,75,2,0
64-49,64,49,4,0
49-60,49,60,1,0
14-15,14,15,1,2
22-61,22,61,2,0
18-54,18,54,1,1
45-56,45,56,2,0
69-50,69,50,1,0
76-45,76,45,0,1
20-46,20,46,2,0
34-55,34,55,0,0
57-12,57,12,0,0
16-36,16,36,1,0
40-67,40,67,1,0
37-61,37,61,1,1
65-11,65,11,1,3
80-53,80,53,0,2
54-2,54,2,1,1
17-25,17,25,2,0
80-67,80,67,0,0
47-54,47,54,2,0
80-42,80,42,2,0
73-48,73,48,0,3
1-25,1,25,2,1
61-73,61,73,2,2
47-49,47,49,0,3
45-79,45,79,0,1
75-5,75,5,0,2
25-20,25,20,0,1
43-20,43,20,0,2
7-77,7,77,1,0
6-3,6,3,1,0
43-52,43,52,2,0
15-6,15,6,0,0
59-65,59,65,2,2
66-55,66,55,0,0
3-70,3,70,3,0
52-18,52,18,0,3
54-51,54,51,0,0
1-74,1,74,3,0
40-22,40,22,3,1
3-64,3,64,0,1
59-21,59,21,1,2
69-42,69,42,2,1
29-31,29,31,1,1
73-52,73,52,0,4
71-65,71,65,2,0
27-39,27,39,1,1
26-52,26,52,0,0
10-53,10,53,0,0
38-2,38,2,1,0
37-12,37,12,1,2
80-68,80,68,2,0
11-9,11,9,1,3
43-16,43,16,1,2
68-15,68,15,0,2
77-11,77,11,1,3
5-25,5,25,2,0
76-73,76,73,2,1
78-75,78,75,1,2
11-27,11,27,1,1
19-4,19,4,0,1
79-34,79,34,0,0
70-48,70,48,0,1
63-37,63,37,0,2
19-38,19,38,1,1
58-34,58,34,1,0
68-22,68,22,1,0
70-57,70,57,0,2
25-67,25,67,2,0
47-55,47,55,0,0
2-74,2,74,1,0
58-48,58,48,4,0
16-22,16,22,2,1
8-73,8,73,2,0
42-9,42,9,0,2
42-74,42,74,2,2
45-11,45,11,2,3
1-47,1,47,1,0
69-78,69,78,1,2
32-6,32,6,0,1
24-58,24,58,0,0
11-62,11,62,3,0
7-63,7,63,1,0
39-36,39,36,1,3
35-28,35,28,0,0
10-74,10,74,2,0
59-74,59,74,3,1
50-67,50,67,0,0
47-18,47,18,0,0
32-33,32,33,2,1
53-63,53,63,1,0
59-28,59,28,0,0
11-31,11,31,2,2
73-74,73,74,0,1
11-67,11,67,0,0
14-39,14,39,2,1
61-40,61,40,1,1
24-39,24,39,1,0
51-27,51,27,0,2
38-78,38,78,2,0
34-16,34,16,1,2
12-68,12,68,3,0
21-50,21,50,2,0
79-44,79,44,1,2
70-9,70,9,0,1
49-23,49,23,1,1
78-63,78,63,1,0
50-8,50,8,0,1
8-9,8,9,1,1
10-8,10,8,1,0
76-62,76,62,1,0
27-16,27,16,0,1
57-32,57,32,0,1
50-54,50,54,3,1
43-28,43,28,0,2
48-53,48,53,1,0
71-11,71,11,0,3
44-66,44,66,2,0
57-6,57,6,0,4
36-22,36,22,1,0
47-49,47,49,1,3
74-36,74,36,0,2
71-29,71,29,0,3
35-75,35,75,3,1
24-74,24,74,0,0
63-72,63,72,2,0
73-29,73,29,0,3
36-9,36,9,0,2
4-15,4,15,1,0
4-3,4,3,2,0
75-71,75,71,1,1
10-73,10,73,2,0
44-13,44,13,0,1
63-57,63,57,2,1
7-35,7,35,1,1
34-37,34,37,2,1
61-7,61,7,0,2
23-27,23,27,2,0
8-13,8,13,1,2
31-27,31,27,0,4
5-7,5,7,1,2
53-18,53,18,0,0
79-28,79,28,0,2
57-43,57,43,1,0
80-26,80,26,0,2
19-14,19,14,1,2
13-16,13,16,4,1
74-19,74,19,0,2
20-29,20,29,1,0
22-2,22,2,0,5
60-70,60,70,1,0
2-50,2,50,5,1
76-66,76,66,0,3
20-68,20,68,2,0
24-1,24,1,1,3
75-24,75,24,0,4
56-8,56,8,2,2
1-65,1,65,2,0
59-34,59,34,2,2
39-64,39,64,3,0
36-38,36,38,1,1
4-56,4,56,2,1
40-21,40,21,1,2
51-19,51,19,1,1
18-25,18,25,1,0
74-78,74,78,0,0
64-59,64,59,0,2
20-79,20,79,1,0
42-35,42,35,0,0
40-79,40,79,1,0
56-74,56,74,1,0
17-9,17,9,3,2
73-21,73,21,0,2
11-47,11,47,2,1
25-54,25,54,0,0
50-33,50,33,1,1
28-53,28,53,0,0
55-5,55,5,1,1
31-3,31,3,1,3
26-37,26,37,1,0
50-76,50,76,2,0
45-25,45,25,3,1
28-76,28,76,3,0
33-58,33,58,1,0
79-2,79,2,0,6
72-19,72,19,0,3
14-77,14,77,1,0
57-50,57,50,3,0
75-10,75,10,0,0
33-6,33,6,0,3
72-20,72,20,1,2
58-74,58,74,3,0
36-10,36,10,1,2
33-4,33,4,1,2
5-56,5,56,0,0
70-29,70,29,0,3
54-40,54,40,0,0
51-50,51,50,1,2
30-61,30,61,4,0
44-13,44,13,0,1
26-66,26,66,4,0
37-24,37,24,0,1
62-52,62,52,0,1
18-29,18,29,2,0
74-78,74,78,1,0
78-2,78,2,0,0
53-70,53,70,0,2
64-32,64,32,0,1
21-54,21,54,0,0
31-50,31,50,1,1
25-11,25,11,0,0
60-79,60,79,4,1
53-42,53,42,3,1
59-18,59,18,1,2
48-45,48,45,1,1
61-74,61,74,0,1
2-58,2,58,2,0
29-18,29,18,0,0
77-67,77,67,3,0
10-54,10,54,1,0
28-70,28,70,3,0
23-34,23,34,1,0
39-53,39,53,1,0
66-41,66,41,0,1
34-3,34,3,2,1
29-4,29,4,1,2
26-52,26,52,3,0
42-16,42,16,0,1
17-10,17,10,0,0
35-17,35,17,2,0
29-15,29,15,0,2
28-7,28,7,0,2
48-30,48,30,1,0
72-36,72,36,0,2
20-58,20,58,2,0
12-23,12,23,0,0
77-21,77,21,0,1
25-76,25,76,0,0
64-71,64,71,1,0
48-55,48,55,1,0
67-2,67,2,1,2
67-17,67,17,1,2
52-40,52,40,0,1
53-34,53,34,2,1
63-12,63,12,0,2
75-59,75,59,0,1
71-13,71,13,0,1
39-34,39,34,1,2
12-4,12,4,1,1
76-31,76,31,0,2
46-12,46,12,1,1
24-55,24,55,3,0
3-31,3,31,0,2
17-72,17,72,2,0
47-57,47,57,1,1
16-49,16,49,1,0
16-80,16,80,1,0
64-61,64,61,2,1
23-72,23,72,2,0
4-7,4,7,1,0
2-9,2,9,2,2
28-17,28,17,0,1
58-13,58,13,0,4
71-39,71,39,0,1
68-17,68,17,0,2
71-76,71,76,1,1
71-3,71,3,0,1
53-21,53,21,0,0
73-38,73,38,2,1
76-34,76,34,0,2
36-60,36,60,1,2
3-40,3,40,2,1
28-57,28,57,0,2
29-2,29,2,1,1
6-58,6,58,2,1
25-28,25,28,4,1
48-72,48,72,0,1
78-58,78,58,1,0
17-10,17,10,0,2
14-39,14,39,1,0
35-50,35,50,0,2
7-56,7,56,1,1
25-63,25,63,2,0
59-58,59,58,1,1
23-70,23,70,2,0
52-14,52,14,0,3
33-2,33,2,0,0
60-32,60,32,1,2
10-40,10,40,1,0
10-35,10,35,2,1
9-30,9,30,0,1
53-45,53,45,4,1
17-66,17,66,3,0
5-65,5,65,2,1
31-5,31,5,1,1
7-32,7,32,1,0
28-31,28,31,0,2
77-33,77,33,1,2
35-22,35,22,1,2
11-50,11,50,2,0
50-76,50,76,1,1
65-26,65,26,0,2
35-73,35,73,0,0
9-76,9,76,1,0
31-44,31,44,1,1
11-77,11,77,3,0
78-44,78,44,0,3
26-39,26,39,0,2
62-6,62,6,0,1
78-64,78,64,1,0
77-9,77,9,0,2
2-42,2,42,3,0
9-59,9,59,1,1
77-32,77,32,1,1
54-19,54,19,0,0
44-18,44,18,0,0
28-76,28,76,2,0
40-66,40,66,1,1
36-78,36,78,4,1
3-79,3,79,3,0
15-10,15,10,0,0
27-44,27,44,1,0
38-75,38,75,2,0
71-22,71,22,0,1
16-39,16,39,1,0
39-60,39,60,1,0
15-34,15,34,2,2
55-21,55,21,3,0
10-12,10,12,0,1
66-13,66,13,0,2
40-3,40,3,0,0
23-67,23,67,1,1
28-70,28,70,3,0
26-8,26,8,0,1
60-22,60,22,1,1
58-32,58,32,0,2
7-46,7,46,3,1
55-34,55,34,0,1
5-62,5,62,1,1
4-54,4,54,2,0
57-40,57,40,2,0
14-74,14,74,0,0
12-73,12,73,1,1
46-24,46,24,0,1
71-76,71,76,3,0
60-67,60,67,2,0
63-61,63,61,1,1
57-3,57,3,1,3
48-16,48,16,0,0
3-75,3,75,4,0
37-24,37,24,1,1
34-54,34,54,2,0
55-12,55,12,0,0
27-24,27,24,1,2
77-51,77,51,2,0
36-57,36,57,2,0
74-1,74,1,0,3
43-59,43,59,1,0
70-66,70,66,0,1
52-45,52,45,2,1
33-61,33,61,2,0
28-75,28,75,0,0
61-80,61,80,0,0
32-7,32,7,3,0
11-10,11,10,1,1
55-48,55,48,0,0
78-30,78,30,0,0
79-53,79,53,1,3
25-36,25,36,1,0
46-80,46,80,3,0
43-12,43,12,0,1
44-57,44,57,3,0
18-8,18,8,1,2
13-26,13,26,2,1
15-58,15,58,3,0
23-36,23,36,1,0
52-19,52,19,1,0
80-34,80,34,1,2
2-35,2,35,1,1
29-27,29,27,1,0
62-46,62,46,1,0
53-61,53,61,2,2
58-43,58,43,0,0
39-68,39,68,0,0
11-55,11,55,4,0
32-57,32,57,0,1
49-39,49,39,2,4
7-24,7,24,3,0
1-29,1,29,0,1
1-43,1,43,3,0
47-25,47,25,0,1
61-5,61,5,1,3
28-11,28,11,2,1
62-18,62,18,0,3
27-48,27,48,2,0
80-51,80,51,0,1
25-19,25,19,2,0
67-74,67,74,2,1
51-19,51,19,1,0
14-36,14,36,2,2
72-57,72,57,2,1
75-5,75,5,0,0
76-10,76,10,0,2
30-4,30,4,1,2
76-55,76,55,1,2
57-68,57,68,0,1
11-15,11,15,0,1
3-32,3,32,2,1
15-73,15,73,0,0
80-43,80,43,1,0
59-51,59,51,2,0
69-59,69,59,2,1
42-16,42,16,1,1
10-3,10,3,0,2
79-6,79,6,0,0
58-8,58,8,1,1
12-71,12,71,1,0
57-44,57,44,2,1
26-45,26,45,1,0
40-14,40,14,1,2
24-73,24,73,1,0
55-29,55,29,0,1
66-20,66,20,1,3
36-48,36,48,1,1
31-65,31,65,1,0
48-24,48,24,1,0
13-58,13,58,2,0
57-12,57,12,0,2
9-42,9,42,1,1
17-54,17,54,2,0
21-36,21,36,0,3
73-19,73,19,0,0
43-68,43,68,1,1
53-65,53,65,2,0
74-38,74,38,1,3
14-20,14,20,1,1
12-36,12,36,1,0
23-36,23,36,0,2
12-56,12,56,2,0
18-67,18,67,1,0
32-11,32,11,0,2
12-20,12,20,2,2
41-64,41,64,0,0
40-24,40,24,1,0
5-54,5,54,2,0
66-72,66,72,2,1
43-36,43,36,0,1
8-31,8,31,1,1
50-79,50,79,0,0
63-36,63,36,1,2
39-8,39,8,1,1
46-9,46,9,0,1
22-59,22,59,0,0
4-54,4,54,0,1
55-64,55,64,1,0
19-41,19,41,2,0
48-54,48,54,1,1
21-66,21,66,1,1
61-33,61,33,0,2
25-1,25,1,3,1
53-65,53,65,2,0
23-47,23,47,1,2
57-66,57,66,1,1
76-79,76,79,0,0
23-67,23,67,1,0
15-73,15,73,2,0
80-59,80,59,0,4
11-8,11,8,2,2
75-59,75,59,0,1
47-38,47,38,1,1
27-77,27,77,0,1
16-50,16,50,2,0
74-1,74,1,0,3
55-3,55,3,1,0
77-78,77,78,1,0
72-11,72,11,0,0
36-67,36,67,1,0
53-75,53,75,0,1
72-53,72,53,0,0
31-14,31,14,1,0
62-5,62,5,0,3
12-65,12,65,3,0
37-49,37,49,1,0
63-10,63,10,1,2
4-37,4,37,0,1
21-44,21,44,3,0
40-61,40,61,1,0
70-57,70,57,2,2
67-9,67,9,0,3
5-61,5,61,2,0
55-9,55,9,1,0
41-64,41,64,2,0
51-2,51,2,1,2
29-66,29,66,0,0
62-55,62,55,1,1
13-71,13,71,2,1
73-10,73,10,0,0
25-10,25,10,1,1
7-43,7,43,1,0
11-61,11,61,3,0
79-27,79,27,0,0
35-10,35,10,3,3
71-52,71,52,0,2
17-40,17,40,2,0
27-54,27,54,2,0
35-12,35,12,0,2
8-32,8,32,0,0
29-61,29,61,3,0
17-23,17,23,3,1
26-72,26,72,1,1
38-54,38,54,2,0
14-45,14,45,2,1
22-56,22,56,1,1
26-31,26,31,1,1
30-49,30,49,0,1
53-12,53,12,1,0
23-70,23,70,2,0
2-60,2,60,1,0
8-75,8,75,1,0
58-42,58,42,1,0
75-34,75,34,1,1
15-78,15,78,2,0
29-64,29,64,2,0
58-75,58,75,2,0
16-35,16,35,0,0
73-75,73,75,1,1
26-6,26,6,0,1
25-39,25,39,0,0
22-11,22,11,0,0
40-58,40,58,1,0
55-51,55,51,2,1
38-43,38,43,4,0
78-70,78,70,1,1
79-68,79,68,1,0
65-76,65,76,1,0
28-26,28,26,0,0
65-74,65,74,3,1
31-4,31,4,0,1
28-72,28,72,0,0
31-34,31,34,0,2
13-72,13,72,2,0
67-40,67,40,0,1
60-10,60,10,0,2
65-27,65,27,1,0
80-6,80,6,0,3
56-70,56,70,3,1
35-36,35,36,1,1
77-1,77,1,1,0
20-34,20,34,1,0
66-4,66,4,1,0
77-56,77,56,2,1
27-3,27,3,0,0
57-50,57,50,2,0
51-39,51,39,1,1
8-10,8,10,1,0
39-60,39,60,0,1
52-71,52,71,4,0
40-53,40,53,2,0
65-13,65,13,0,1
25-11,25,11,0,0
21-80,21,80,3,0
23-46,23,46,2,0
76-77,76,77,0,1
37-56,37,56,1,1
63-43,63,43,3,1
8-16,8,16,1,0
45-18,45,18,0,0
37-23,37,23,3,0
44-27,44,27,0,1
14-31,14,31,1,2
7-10,7,10,1,2
40-18,40,18,2,1
10-26,10,26,2,0
71-5,71,5,0,1
67-47,67,47,0,0
52-79,52,79,2,0
77-56,77,56,0,1
27-26,27,26,0,0
68-17,68,17,0,1
19-44,19,44,0,2
33-7,33,7,0,0
12-38,12,38,3,0
50-35,50,35,3,1
34-37,34,37,0,1
48-58,48,58,1,1
39-5,39,5,0,2
74-76,74,76,1,1
15-7,15,7,2,1
56-67,56,67,2,1
71-36,71,36,0,4
10-73,10,73,2,0
49-50,49,50,2,0
18-41,18,41,2,0
15-48,15,48,1,1
1-2,1,2,2,0
69-72,69,72,2,0
9-19,9,19,4,0
8-12,8,12,0,3
41-59,41,59,1,0
62-13,62,13,0,3
14-68,14,68,2,0
79-17,79,17,2,1
40-77,40,77,2,0
73-66,73,66,0,1
33-37,33,37,2,0
72-48,72,48,1,1
37-75,37,75,1,0
73-41,73,41,0,2
14-12,14,12,1,1
40-33,40,33,1,0
50-12,50,12,1,2
78-34,78,34,0,2
62-22,62,22,0,3
54-1,54,1,1,3
57-50,57,50,0,1
39-72,39,72,1,0
10-17,10,17,1,1
49-77,49,77,4,0
70-49,70,49,0,2
11-59,11,59,3,0
18-80,18,80,1,0
77-35,77,35,2,1
34-1,34,1,3,0
17-6,17,6,1,2
53-80,53,80,3,1
68-15,68,15,0,0
17-26,17,26,4,2
23-43,23,43,2,2
70-61,70,61,1,1
35-11,35,11,1,1
43-28,43,28,2,0
44-62,44,62,4,2
45-55,45,55,1,0
39-45,39,45,2,0
48-13,48,13,0,0
54-71,54,71,2,0
23-78,23,78,3,0
42-30,42,30,0,1
12-79,12,79,3,0
13-21,13,21,1,0
37-59,37,59,2,1
64-35,64,35,0,1
75-12,75,12,0,2
49-27,49,27,1,1
38-43,38,43,1,0
39-35,39,35,3,0
54-57,54,57,0,2
25-42,25,42,1,0
60-74,60,74,1,0
16-32,16,32,1,0
67-41,67,41,1,2
68-53,68,53,0,4
42-28,42,28,1,1
50-73,50,73,2,0
18-43,18,43,0,0
63-20,63,20,0,2
43-57,43,57,3,0
76-37,76,37,0,4
39-36,39,36,2,0
43-7,43,7,0,2
43-12,43,12,0,1
16-58,16,58,1,0
43-35,43,35,1,0
63-21,63,21,1,1
77-45,77,45,2,0
48-67,48,67,2,0
29-4,29,4,2,1
13-75,13,75,4,1
44-69,44,69,1,0
3-33,3,33,0,0
44-15,44,15,0,1
38-64,38,64,0,1
25-34,25,34,0,0
29-9,29,9,2,1
2-25,2,25,0,0
34-47,34,47,1,1
64-60,64,60,0,0
8-18,8,18,0,2
65-56,65,56,0,2
12-72,12,72,2,0
70-68,70,68,0,0
1-47,1,47,2,0
51-5,51,5,0,2
45-22,45,22,0,0
72-23,72,23,1,1
44-27,44,27,3,0
2-13,2,13,1,1
50-79,50,79,0,0
25-55,25,55,4,1
49-63,49,63,2,2
2-36,2,36,0,0
58-33,58,33,1,2
58-69,58,69,0,0
6-20,6,20,0,1
35-68,35,68,1,0
17-55,17,55,1,1
73-79,73,79,1,1
40-44,40,44,1,1
11-64,11,64,0,1
80-39,80,39,0,1
3-4,3,4,1,0
8-7,8,7,0,1
52-15,52,15,0,4
68-79,68,79,1,1
39-26,39,26,0,0
45-1,45,1,0,4
21-62,21,62,1,1
20-26,20,26,1,1
14-54,14,54,3,0
79-30,79,30,0,1
41-78,41,78,0,2
76-36,76,36,2,1
30-60,30,60,0,0
6-10,6,10,2,0
63-57,63,57,0,0
17-68,17,68,2,0
11-41,11,41,3,2
63-45,63,45,0,0
62-54,62,54,1,2
40-78,40,78,2,1
48-75,48,75,1,0
12-27,12,27,3,1
61-59,61,59,0,2
39-49,39,49,2,0
4-71,4,71,2,0
65-31,65,31,0,4
33-8,33,8,1,2
71-66,71,66,2,0
32-50,32,50,2,1
7-31,7,31,0,1
30-18,30,18,0,0
60-71,60,71,2,0
56-23,56,23,2,0
74-56,74,56,3,4
13-43,13,43,0,2
17-71,17,71,0,0
2-14,2,14,1,2
32-35,32,35,1,0
54-80,54,80,1,1
76-5,76,5,0,2
23-6,23,6,0,0
69-80,69,80,0,2
50-57,50,57,0,1
25-56,25,56,1,1
73-29,73,29,0,0
68-29,68,29,0,1
44-75,44,75,0,1
44-10,44,10,1,1
13-46,13,46,3,0
64-10,64,10,0,2
1-25,1,25,1,0
44-30,44,30,0,1
58-41,58,41,2,1
47-67,47,67,1,0
30-54,30,54,2,2
27-65,27,65,2,1
26-28,26,28,2,1
18-51,18,51,1,0
16-65,16,65,2,0
41-46,41,46,3,0
17-54,17,54,4,0
5-42,5,42,2,0
19-45,19,45,0,1
57-16,57,16,0,2
3-27,3,27,2,1
72-5,72,5,0,0
11-39,11,39,1,0
33-30,33,30,1,3
49-67,49,67,0,2
17-52,17,52,3,0
22-39,22,39,0,1
8-5,8,5,1,2
49-6,49,6,0,2
44-4,44,4,1,2
28-58,28,58,1,1
38-80,38,80,2,0
13-75,13,75,4,0
43-73,43,73,1,1
3-51,3,51,2,0
62-39,62,39,0,1
34-72,34,72,4,0
8-34,8,34,3,0
48-51,48,51,2,2
70-57,70,57,0,1
22-35,22,35,1,1
57-63,57,63,0,0
78-10,78,10,0,4
55-24,55,24,2,1
55-10,55,10,0,2
40-74,40,74,2,0
30-55,30,55,2,0
70-40,70,40,0,3
32-4,32,4,1,0
60-19,60,19,2,1
55-20,55,20,0,2
18-25,18,25,2,1
38-17,38,17,2,1
48-72,48,72,1,1
67-20,67,20,0,0
7-28,7,28,0,1
44-64,44,64,2,1
1-48,1,48,0,0
63-41,63,41,0,0
2-66,2,66,4,0
71-17,71,17,0,1
67-36,67,36,0,2
28-62,28,62,3,0
14-47,14,47,3,0
58-13,58,13,2,1
48-24,48,24,1,2
5-31,5,31,1,0
62-6,62,6,1,3
20-55,20,55,1,0
77-41,77,41,1,1
40-41,40,41,0,1
47-42,47,42,0,0
21-23,21,23,1,2
9-69,9,69,1,1
72-76,72,76,0,0
23-7,23,7,2,0
15-35,15,35,1,2
15-70,15,70,3,0
33-54,33,54,1,0
60-16,60,16,0,5
1-36,1,36,0,0
46-37,46,37,1,1
69-32,69,32,1,2
29-4,29,4,2,1
25-1,25,1,0,0
23-31,23,31,1,0
43-78,43,78,1,2
16-71,16,71,1,0
32-8,32,8,3,3
12-31,12,31,0,1
67-21,67,21,1,3
36-53,36,53,0,1
16-15,16,15,1,0
31-2,31,2,0,3
40-5,40,5,1,3
46-54,46,54,0,1
6-22,6,22,1,0
38-9,38,9,1,1
21-37,21,37,0,1
14-9,14,9,1,1
10-58,10,58,1,1
76-65,76,65,2,1
45-16,45,16,0,2
4-24,4,24,1,0
74-15,74,15,0,1
71-34,71,34,1,0
66-1,66,1,1,2
41-56,41,56,2,0
2-6,2,6,0,0
54-32,54,32,1,0
31-72,31,72,2,0
3-73,3,73,5,1
32-66,32,66,4,0
14-17,14,17,1,0
50-39,50,39,1,2
72-65,72,65,0,0
44-35,44,35,2,3
32-65,32,65,2,0
72-80,72,80,2,1
24-78,24,78,3,0
64-63,64,63,2,1
50-9,50,9,1,1
9-41,9,41,0,0
37-47,37,47,1,0
54-45,54,45,0,1
36-29,36,29,0,0
35-72,35,72,3,0
73-1,73,1,1,2
77-48,77,48,1,1
62-15,62,15,1,2
11-34,11,34,0,2
78-21,78,21,0,3
34-11,34,11,1,2
44-24,44,24,0,0
74-20,74,20,1,1
36-70,36,70,1,1
72-64,72,64,0,1
71-27,71,27,0,2
11-42,11,42,0,0
20-46,20,46,3,0
77-22,77,22,0,1
18-48,18,48,3,1
67-18,67,18,0,2
54-50,54,50,1,0
45-12,45,12,0,3
48-4,48,4,0,2
14-10,14,10,1,2
49-33,49,33,1,3
39-19,39,19,2,1
56-53,56,53,2,1
79-23,79,23,0,3
66-15,66,15,0,2
72-10,72,10,0,0
52-60,52,60,1,0
16-26,16,26,1,0
40-47,40,47,2,1
73-11,73,11,0,2
57-27,57,27,1,1
79-55,79,55,0,0
7-20,7,20,0,1
59-79,59,79,2,0
13-25,13,25,0,1
75-33,75,33,1,2
51-56,51,56,1,2
64-39,64,39,1,1
4-15,4,15,3,0
32-3,32,3,0,1
27-10,27,10,0,0
18-30,18,30,2,1
31-24,31,24,1,0
19-29,19,29,3,0
77-67,77,67,0,0
76-26,76,26,1,1
3-4,3,4,3,1
16-79,16,79,4,0
63-4,63,4,0,2
37-26,37,26,1,0
15-10,15,10,1,1
7-29,7,29,1,0
64-80,64,80,2,2
25-8,25,8,2,0
36-75,36,75,1,0
70-57,70,57,0,2
80-25,80,25,1,2
6-13,6,13,1,1
60-37,60,37,1,0
49-38,49,38,0,0
64-25,64,25,0,3
57-26,57,26,0,1
28-38,28,38,2,0
5-17,5,17,2,0
8-19,8,19,1,1
13-59,13,59,0,1
55-30,55,30,1,0
57-54,57,54,0,1
68-44,68,44,0,1
65-60,65,60,0,1
